SYMBOL,SYMBOL P/E,ADJUSTED P/E
EDELWEISS,12.35,12.35
RGL,13.75,13.75
COLPAL,59.51,58.89
ECLERX,22.82,22.76
BRIGADE,75.96,75.96
MANAKSIA,8.33,6.31
DVL,27.47,27.47
ARIES,19.02,19.02
CEATLTD,16.37,15.22
KNRCON,13.73,13.73
ONMOBILE,50.14,50.14
SEPC,135.58,135.58
NAHARCAP,12.61,12.61
VGUARD,69.37,69.37
DPSCLTD,107.52,107.52
TITAGARH,69.29,68.89
BAJAJFINSV,16.34,16.34
DIGISPICE,16.77,38.54
RPGLIFE,29.35,29.35
RANEENGINE,26.22,19.6
ZFCVINDIA,75.81,75.81
20MICRONS,11.68,11.44
ALKALI,108.18,90.11
COUNCODOS,26.79,26.79
TPHQ,20.64,20.64
AJMERA,23.58,23.58
VINATIORGA,56.88,56.88
EXPLEOSOL,21.53,21.53
SUNTECK,123.83,123.83
SARDAEN,15.77,15.71
GODREJPROP,116,116
MMTC,183.44,260.23
NESTLEIND,97.5,97.87
DBREALTY,7.83,8.33
MANINFRA,25.6,25.6
ISFT,20.63,20.63
BLISSGVS,13.12,6.18
IITL,5.51,7.72
DEEPAKNTR,41.82,45.19
RAMKY,11.42,11.42
ASHOKA,10.88,12.56
JWL,83.31,83.31
SHAH,40.4,40.4
CGCL,48.55,48.55
JINDWORLD,93.93,93.93
A2ZINFRA,13.26,
SUMMITSEC,22.18,22.18
JUBLINDS,82.52,38.48
PFS,19.79,19.79
RELAXO,102.95,102.95
OMINFRAL,37.65,37.65
MAITHANALL,10.18,10.18
LTF,18.93,18.93
BODALCHEM,150.19,150.19
FILATEX,21.5,21.5
TRITURBINE,70.22,70.22
JISLDVREQS,.84,.84
RUPA,29.95,28.81
KANANIIND,96.83,96.83
THOMASCOTT,28.22,28.22
IRFC,35.22,35.22
RHIM,,52.54
SCHNEIDER,125.8,123.4
NBCC,69.99,53.02
TBZ,14.57,14.57
SWANENERGY,35.15,35.15
RTNINDIA,26.11,23.39
PROZONER,203.36,203.36
MAYURUNIQ,23.53,23.53
TVSHLTD,12.72,12.7
CARERATING,31.04,31.04
INDUSTOWER,14.91,14.91
ORIENTCEM,27.74,27.74
ORBTEXP,16,16
AGARIND,16.09,16.09
GULFOILLUB,15.84,15.84
MONTECARLO,20.15,20.15
APOLSINHOT,36.02,36.02
MOLDTKPAC,39.38,39.38
MENONBE,9.71,9.71
IMAGICAA,7.59,129.03
BYKE,63.08,63.08
VRLLOG,55.73,55.99
TPLPLASTEH,34.41,34.41
SKIPPER,50.36,50.36
SHYAMCENT,517.15,517.15
AYMSYNTEX,232.82,54.19
PKTEA,19.44,19.44
SHARDAMOTR,18.05,18.05
GUJGASLTD,36.92,38.4
COFFEEDAY,,6.76
TTKHLTCARE,32.93,32.93
PILANIINVS,28.87,28.87
NH,31.97,31.97
TEAMLEASE,42,43.26
NECCLTD,30.87,30.87
GOKULAGRO,17.09,17.09
PDMJEPAPER,9.8,9.8
HECPROJECT,23.74,23.74
WEALTH,19.12,19.12
THYROCARE,49.02,48.91
UNITEDPOLY,30.76,30.76
ALBERTDAVD,9.9,9.9
CONTROLPR,23.95,23.97
MHRIL,75.35,75.35
GMRP&UI,124.42,
ACI,25.94,25.94
RITCO,20.15,20.15
CHEVIOT,12.96,12.96
MEDICO,39.49,39.49
DCXINDIA,52.09,52.09
KAYNES,134.51,134.51
SENCO,44.16,44.16
RADHIKAJWE,14.36,14.36
RAMRAT,29.92,29.92
RUSTOMJEE,108.63,108.63
GSLSU,48.34,48.34
MANORAMA,104.48,104.48
SULA,45.92,45.92
BAIDFIN,17.87,17.87
KAMOPAINTS,83.72,83.72
MANKIND,46.03,46.03
SATINDLTD,3.8,3.8
IKIO,37.03,37.03
FAZE3Q,22.81,22.81
LLOYDSME,29.14,29.14
SAHYADRI,17.3,17.3
SBGLP,78.97,78.97
SAH,257.1,257.1
AKI,166.27,166.27
IDEAFORGE,76.8,76.8
REDTAPE,81.27,81.27
PTCIL,470.53,470.53
GHCLTEXTIL,32.82,32.82
NIITMTS,28.33,27.82
TREL,4.38,41.27
PFIZER,40.16,40.65
DRREDDY,17.86,17.86
DEEPAKFERT,17.82,17.82
MAHSEAMLES,9.39,9.36
COROMANDEL,27.78,27.78
VINDHYATEL,24.81,24.81
ASIANPAINT,51.13,51.13
PGHL,38.81,38.81
BEML,66.86,66.86
TATACHEM,74.01,22.47
VTL,23.38,23.38
EPL,29.72,28.1
VIPIND,123.78,196.06
BIRLACABLE,32.96,32.96
HONAUT,97.31,97.31
SUNPHARMA,37.4,35.85
HCC,16.05,
ADANIENT,110.02,102.56
RAJSREESUG,19.86,19.86
ZENSARTECH,24.24,24.24
KPIL,36.16,36.16
IGARASHI,173.48,173.48
MUNJALSHOW,20.72,19.48
RANASUG,14.53,14.53
