SYMBOL,SYMBOL P/E,ADJUSTED P/E
THERMAX,71.96,76.62
WHEELS,23.10,23.10
RIIL,119.75,119.75
PREMIERPOL,20.34,20.34
RAYMOND,51.65,11.19
RSWM,43.13,30.65
SHREDIGCEM,44.51,44.51
SESHAPAPER,22.38,22.38
SMLMAH,33.16,33.16
SUNDRMFAST,30.39,29.90
FACT,2091.41,5041.03
EXIDEIND,35.72,35.44
EUROTEXIND,7.46,7.46
ELECON,34.87,41.67
CRISIL,36.12,36.12
LMW,135.62,127.92
NELCO,521.31,161.24
MASTEK,12.73,12.23
MAHSCOOTER,45.83,45.83
LUMAXIND,46.23,41.85
TRENT,85.60,84.64
KECL,76.82,44.59
CUMMINSIND,73.97,70.92
KCP,10.25,9.91
JAYBARMARU,12.94,12.21
JBCHEPHARM,44.62,44.62
INFY,16.21,15.74
INDIAGLYCO,30.78,30.68
IONEXCHANG,34.24,32.07
IFBIND,38.17,35.47
HIMATSEIDE,15.13,6.01
GNFC,11.54,11.54
GFLLIMITED,291.48,291.48
BPCL,5.81,5.71
BHARATFORG,77.63,75.03
BASF,41.52,42.21
FORCEMOT,20.40,23.31
ATUL,29.70,29.77
ARVIND,24.65,23.74
ACC,12.28,12.43
TMPV,55.55,16.68
SCI,13.76,13.76
MRPL,14.24,14.24
LINDEINDIA,119.57,119.57
HINDPETRO,5.36,5.36
ESCORTS,27.23,27.64
BAJAJHLDNG,57.93,181.61
ASHOKLEY,26.46,24.31
VOLTAS,73.57,71.31
TITAN,81.49,79.58
TATASTEEL,29.94,27.97
SUNDARMFIN,25.80,25.15
SPIC,8.72,8.72
VEDL,7.49,6.83
SBIN,11.52,11.83
RELIANCE,20.72,20.72
PFIZER,25.18,28.22
NOCIL,52.84,49.94
BOSCHLTD,38.40,45.83
DRREDDY,19.26,19.26
BATAINDIA,51.91,48.10
DEEPAKFERT,18.25,18.25
CHAMBLFERT,9.97,9.97
CARBORUNIV,91.01,91.01
MAHSEAMLES,10.04,10.01
HINDOILEXP,20.11,28.89
DICIND,27.79,24.96
COROMANDEL,24.95,28.25
BALMLAWRIE,16.31,16.31
WILLAMAGOR,1.83,1.83
VINDHYATEL,97.21,97.21
MOTOGENFIN,69.90,69.90
ASIANPAINT,62.21,58.53
RAMCOCEM,37.90,191.95
INDIACEM,,143.54
PGHL,29.26,29.26
BEML,62.47,62.47
ADOR,22.79,22.28
CENTENKA,13.80,13.25
TATACHEM,,250.86
TORNTPHARM,63.68,62.76
VTL,24.55,24.55
SUNDROP,,63.06
FEDERALBNK,16.09,16.09
EPL,17.56,17.01
VLSFINANCE,13.13,13.13
SUPREMEIND,54.09,54.09
SRF,40.75,39.39
BIRLACABLE,61.42,61.42
BALRAMCHIN,26.13,26.13
AEGISLOG,25.64,25.64
WEIZMANIND,14.83,14.83
UNICHEMLAB,9.01,32.54
BBOX,58.52,45.50
HONAUT,53.70,52.91
JTEKTINDIA,51.96,50.16
SAURASHCEM,23.40,26.18
RANEHOLDIN,18.97,15.63
PRECOT,17.55,17.55
TATAELXSI,41.83,38.73
SUNPHARMA,39.71,35.72
KOHINOOR,0.26,
SHREYANIND,6.44,6.44
SANDESH,7.44,7.33
HCC,18.28,19.56
APOLLOHOSP,61.38,60.88
ARE&M,21.86,23.70
ADANIENT,32.81,125.75
IVP,10.82,10.57
BALKRISIND,32.00,32.00
INDBANK,21.73,21.73
GINNIFILA,8.97,8.12
EICHERMOT,43.22,42.82
GVT&D,109.78,104.91
NEULANDLAB,116.06,116.06
ONGC,8.27,8.25
ZENSARTECH,15.07,14.70
TAINWALCHM,18.00,18.00
BERGEPAINT,54.53,51.18
BANARISUG,32.06,32.06
ANIKINDS,77.41,77.41
KPIL,26.31,25.61
JYOTISTRUC,27.55,27.55
IGARASHI,88.43,88.43
BSL,35.44,35.44
BLUEDART,51.83,45.22
JAYNECOIND,23.65,23.15
MUNJALSHOW,17.39,16.51
APCOTEXIND,25.76,25.90
SOTL,16.33,16.33
HSCL,41.07,41.07
RCF,22.77,22.96
RANASUG,6.22,6.93
KARURVYSYA,12.56,12.56
DECCANCE,29.64,29.64
UFLEX,10.46,12.45
TATAPOWER,31.66,31.76
ADVANIHOTR,21.58,21.09
THOMASCOOK,17.15,16.75
SUNFLAG,30.17,29.22
SUBROS,30.91,29.89
SPMLINFRA,28.36,28.36
SIMPLEXINF,29.76,38.69
SIEMENS,81.11,81.11
BHARATRAS,17.33,16.16
WIPRO,15.83,15.83
VSTIND,14.93,14.93
JUBLPHARMA,34.84,32.10
UNIVCABLES,39.70,39.70
TATACOMM,44.15,41.72
TOKYOPLAST,134.97,134.97
SOMANYCERA,34.92,34.92
MURUDCERA,15.35,15.35
IFCI,36.23,35.01
HLVLTD,136.07,65.62
SANOFI,25.30,23.84
M&M,23.97,23.67
LIBERTSHOE,36.59,35.96
KAJARIACER,34.60,32.60
HEIDELBERG,26.62,26.08
MODTHREAD,13.63,13.63
MANGLMCEM,31.23,30.91
PRSMJOHNSN,44.09,
PIDILITIND,59.97,59.38
PCBL,60.48,65.11
3PLAND,29.09,29.09
OSWALAGRO,8.44,8.44
EIHAHOTELS,21.06,20.45
HONDAPOWER,31.75,28.40
JINDALSAW,16.45,16.45
SAIL,31.58,29.04
RUBYMILLS,16.56,16.56
STYRENIX,23.15,22.93
ABB,93.02,93.02
IDBI,8.70,8.70
GRAPHITE,42.36,39.77
CANFINHOME,10.72,10.72
BRITANNIA,57.79,57.79
BBL,25.35,25.35
ELECTCAST,18.38,16.93
DHAMPURSUG,15.11,15.11
DCMSHRIRAM,29.24,27.38
DABUR,44.88,44.59
COSMOFIRST,12.50,12.50
CIPLA,23.71,22.58
HEROMOTOCO,18.96,18.64
HDFCBANK,15.29,15.08
HARRMALAYA,16.59,16.59
GMBREW,14.01,14.01
GIPCL,16.63,16.63
ITC,19.16,18.94
INDIANHUME,2.90,17.08
HINDCOMPOS,21.15,20.18
IOC,5.86,5.86
OSWALGREEN,35.72,35.72
HUHTAMAKI,11.35,11.43
RICOAUTO,29.22,25.74
KAMATHOTEL,15.56,22.20
IFBAGRO,21.99,21.99
BANCOINDIA,18.21,18.59
MANINDS,21.36,21.36
APOLLOTYRE,27.63,24.63
SIYSIL,12.73,12.73
SHANTIGEAR,46.25,44.23
PRECWIRE,60.72,60.72
ONWARDTEC,12.50,11.89
NILKAMAL,19.32,17.66
NCC,13.69,13.23
ICIL,51.21,51.21
SEAMECLTD,20.75,20.75
ELGIEQUIP,43.56,42.42
AUROPHARMA,23.61,23.30
BBTC,4.58,4.68
EIHOTEL,33.96,28.68
LICHSGFIN,5.60,5.60
GICHSGFIN,6.00,5.63
BEPL,13.23,13.23
RAIN,31.75,31.75
BANARBEADS,39.09,39.09
MOREPENLAB,22.95,29.86
WSTCSTPAPR,22.18,22.18
EASTSILK,8.77,8.77
VENKEYS,43.59,43.59
GHCL,10.15,10.15
PRUDMOULI,7.60,7.60
PRAJIND,146.72,63.45
BPL,,4.91
PGHH,38.38,38.38
VESUVIUS,40.20,40.20
TFCILTD,28.88,28.88
BOMDYEING,147.85,141.26
NAVNETEDUL,8.80,25.34
GUJALKALI,171.69,171.69
AGI,11.42,11.30
GLAXO,39.22,39.82
TATACONSUM,73.48,74.57
ZEEL,15.45,15.26
CHOLAFIN,27.02,27.02
INDHOTEL,43.70,48.46
FMGOETZE,14.00,13.33
KOTAKBANK,19.26,19.53
ORIENTHOT,25.72,25.48
JAYSREETEA,6.76,241.72
GILLETTE,41.77,41.77
GOLDENTOBC,7.02,7.97
KANSAINER,27.62,26.14
FOSECOIND,47.97,40.69
ESABINDIA,51.77,56.09
3MINDIA,96.54,111.49
ANDHRAPAP,70.86,70.86
GABRIEL,62.15,59.74
SCHAEFFLER,53.28,53.28
AARTIIND,42.23,42.96
RALLIS,28.01,
AMJLAND,8.37,8.37
PRAKASH,8.05,8.05
MFSL,309.70,309.70
KSB,63.18,59.26
KOPRAN,47.41,47.41
HEG,52.96,52.96
GREAVESCOT,113.31,121.47
GODFRYPHLP,33.32,33.32
VARDMNPOLY,43.37,43.37
SURYAROSNI,18.90,18.90
TATAINVEST,116.56,116.56
TIMKEN,59.02,59.02
SHREECEM,49.91,49.91
SAKHTISUG,14.95,14.95
IPCALAB,41.27,37.65
INGERRAND,52.40,48.97
JSWDULUX,6.93,38.70
HINDALCO,14.74,13.68
HINDZINC,18.67,18.70
HINDUNILVR,51.60,50.73
GSFC,10.15,10.15
GRASIM,21.17,20.66
AMBUJACEM,19.55,17.11
FINPIPE,23.76,23.76
FINCABLES,25.94,29.23
EIDPARRY,6.79,7.75
DCW,31.02,31.02
CGPOWER,117.38,114.84
SUDARCOLOR,19.39,10.86
CESC,16.11,16.11
BIRLACORPN,14.12,12.78
BHEL,84.82,84.82
BHARATGEAR,12.55,12.55
BEL,53.42,53.42
BAJFINANCE,30.90,30.61
ASHAPURMIN,17.58,17.36
NAVA,15.90,15.90
CORALFINAC,9.56,9.56
GREENPLY,27.41,25.16
TNPL,4.39,4.39
PARASPETRO,541.91,541.91
AUTOAXLES,17.43,16.53
REMSONSIND,16.19,15.65
DALMIASUG,13.88,13.88
NATCOPHARM,13.05,13.05
KHAITANLTD,9.83,9.83
SWARAJENG,24.27,23.97
MRF,24.39,23.78
GARFIBRES,29.19,29.19
ANDHRSUGAR,13.92,11.97
TNPETRO,6.76,7.30
TTKPRESTIG,93.56,36.05
STARPAPER,5.68,5.68
SKFINDIA,17.14,16.29
AUSOMENT,11.61,11.61
EIMCOELECO,23.17,23.17
JAYAGROGN,14.10,14.10
CUBEXTUB,17.03,17.03
MARICO,57.80,57.80
SILINV,10.99,10.99
REGENCERAM,1076.41,1076.41
BIOFILCHEM,19.59,19.59
KEYFINSERV,21.83,20.16
ZENITHEXPO,21.29,123.82
SANGAMIND,32.00,29.77
MOTHERSON,40.98,39.51
SOMATEX,72.53,507.68
VISAKAIND,9.56,18.79
AARTIDRUGS,17.64,17.64
STERTOOLS,24.92,33.56
CREST,19.88,19.88
INDIANCARD,4.96,8.34
HITECHGEAR,49.70,49.70
WENDT,95.44,95.44
DENORA,44.30,44.30
TVSSRICHAK,66.60,69.67
SHRIRAMFIN,22.68,22.68
PUNJABCHEM,21.22,20.70
MIRZAINT,55.97,
ELECTHERM,6.46,20.49
DYNAMATECH,230.95,188.32
GANESHHOU,13.04,13.04
MMFL,27.25,27.26
JAGSNPHARM,32.27,31.15
ALKYLAMINE,43.83,43.83
BOSCH-HCIL,315.44,115.42
MPHASIS,22.64,22.33
GUJRAFFIA,30.09,30.09
RUCHINFRA,14.30,14.30
RAMCOIND,20.01,20.03
KOTHARIPET,10.84,10.81
HERITGFOOD,19.91,20.04
INDRAMEDCO,20.41,20.41
BANKBARODA,7.12,7.12
MADRASFERT,154.56,154.56
GAIL,14.79,14.79
INDNIPPON,17.85,17.85
SKMEGGPROD,11.30,11.30
TCIFINANCE,6.90,6.90
BANKINDIA,6.51,6.27
CONCOR,31.71,31.71
ICICIBANK,15.55,15.55
KCPSUGIND,73.81,73.81
HUDCO,15.84,15.84
INDSWFTLAB,5.00,30.34
SAREGAMA,34.67,34.40
FDC,27.67,25.84
ENGINERSIN,20.05,20.05
ADROITINFO,24.54,
JAICORPLTD,12.27,12.20
ANTGRAPHIC,6.49,6.49
GMDCLTD,23.00,35.56
MAHAPEXLTD,16.62,58.51
INDUSINDBK,79.80,79.80
ASAHIINDIA,70.51,68.05
TRIGYN,119.06,65.43
J&KBANK,6.27,6.27
KOTHARIPRO,14.21,22.53
CUB,15.09,15.09
SOUTHBANK,7.71,7.71
ASTRAZEN,102.39,99.03
CEMPRO,26.55,26.55
AXISBANK,14.78,14.78
CYIENT,20.38,19.04
SONATSOFTW,16.56,15.85
NOIDATOLL,2.52,2.52
CYBERTECH,12.10,12.10
KOKUYOCMLN,36.08,36.08
DHANBANK,11.79,11.79
SANGHVIMOV,16.27,15.62
STCINDIA,1.09,13.14
MANUGRAPH,8.42,11.08
VIPCLOTHNG,25.21,25.21
NATIONALUM,13.06,13.06
IVC,18.57,18.57
JINDALSTEL,38.11,27.76
ALEMBICLTD,16.70,16.70
ICDSLTD,25.54,25.54
BSOFT,22.26,21.19
HCLTECH,19.56,18.75
ACCELYA,17.38,16.45
STAR,18.34,16.93
ZYDUSLIFE,18.60,17.93
GLENMARK,64.07,28.21
RAJESHEXPO,21.20,21.20
SHREERAMA,11.36,11.36
WOCKPHARMA,125.50,86.95
NRBBEARING,27.63,83.89
IOB,12.77,12.77
RAMCOSYS,69.16,15.71
GVPIL,28.71,24.33
BIL,35.61,35.61
KTKBANK,8.83,8.83
BLBLIMITED,3.47,3.47
AJANTPHARM,34.28,34.28
BLUESTARCO,74.47,68.89
