SYMBOL,SYMBOL P/E,ADJUSTED P/E
THERMAX,65.60,65.60
WHEELS,18.35,18.35
RIIL,141.43,141.43
PREMIERPOL,21.49,21.49
RAYMOND,16.30,16.30
SHREDIGCEM,48.86,48.86
SESHAPAPER,17.79,17.79
SMLISUZU,20.93,20.93
SUNDRMFAST,38.96,38.96
FACT,1443.87,3581.87
EXIDEIND,40.93,40.93
ELECON,37.82,37.82
CRISIL,55.54,55.54
LMW,182.95,182.95
PEL,71.45,
NELCO,221.72,221.72
MASTEK,18.94,19.18
MAHSCOOTER,74.03,99.07
LUMAXIND,40.10,40.10
TRENT,136.83,136.83
KECL,68.65,291.87
CUMMINSIND,47.20,47.20
KCP,10.93,9.92
JAYBARMARU,27.04,27.04
JBCHEPHARM,39.88,39.88
INFY,24.38,24.38
INDIAGLYCO,31.76,31.76
IONEXCHANG,38.11,38.11
IFBIND,42.09,42.09
IGPL,13.35,13.35
HIMATSEIDE,22.81,22.81
GNFC,13.76,13.76
BPCL,11.45,11.19
BHARATFORG,65.19,59.31
BASF,47.35,49.02
FORCEMOT,17.96,26.41
ATUL,42.47,42.47
ARVIND,25.80,25.80
ACC,15.15,15.69
TATAMOTORS,11.47,11.24
SCI,11.64,11.64
MRPL,877.80,877.80
LINDEINDIA,143.21,143.21
HINDPETRO,12.79,12.79
ESCORTS,33.70,33.66
RELINFRA,1.43,1.66
BAJAJHLDNG,101.47,101.47
ASHOKLEY,21.00,21.11
VOLTAS,43.47,43.47
TITAN,95.51,95.51
TATASTEEL,67.65,58.19
SUNDARMFIN,31.76,31.76
SPIC,14.47,14.47
VEDL,8.53,9.41
SBIN,8.96,8.96
RELIANCE,23.82,23.82
PFIZER,32.29,39.03
NOCIL,29.51,29.51
BOSCHLTD,47.60,47.62
DRREDDY,18.19,18.19
BATAINDIA,47.17,65.57
DEEPAKFERT,18.11,18.11
CHAMBLFERT,15.68,15.68
CARBORUNIV,75.03,96.47
MAHSEAMLES,11.95,11.95
HINDOILEXP,14.59,17.97
DICIND,30.74,31.67
COROMANDEL,33.76,38.89
BALMLAWRIE,18.68,18.68
VINDHYATEL,22.65,22.65
MOTOGENFIN,45.96,45.96
ASIANPAINT,62.56,58.43
RAMCOCEM,85.80,355.62
PGHL,38.79,37.39
