SYMBOL,SYMBOL P/E,ADJUSTED P/E
THERMAX,73.54,73.54
WHEELS,19.09,19.09
RIIL,142.63,142.63
PREMIERPOL,21.30,21.30
RAYMOND,18.33,18.33
SHREDIGCEM,53.24,53.24
SESHAPAPER,21.45,21.45
SMLISUZU,41.10,41.10
SUNDRMFAST,39.45,39.45
FACT,1479.96,3671.41
EXIDEIND,41.62,41.62
ELECON,26.13,30.13
CRISIL,77.07,77.07
LMW,165.27,164.22
PEL,84.94,
NELCO,307.76,307.76
MASTEK,19.90,20.14
MAHSCOOTER,71.07,88.52
LUMAXIND,55.42,55.42
TRENT,131.57,131.57
KECL,239.82,
CUMMINSIND,57.84,57.84
KCP,11.12,10.10
JAYBARMARU,25.75,25.75
JBCHEPHARM,39.96,39.96
INFY,23.96,23.96
INDIAGLYCO,29.74,29.74
IONEXCHANG,34.48,34.48
IFBIND,40.08,40.08
IGPL,13.82,13.82
HIMATSEIDE,25.81,10.57
GNFC,13.89,13.89
BPCL,12.44,12.16
BHARATFORG,63.80,58.04
BASF,45.99,47.61
FORCEMOT,25.80,36.62
ATUL,38.71,38.71
ARVIND,23.92,23.92
ACC,15.25,15.80
TATAMOTORS,11.05,10.83
SCI,12.87,12.87
LINDEINDIA,125.35,125.35
HINDPETRO,13.49,13.49
ESCORTS,33.19,33.15
RELINFRA,1.77,2.05
BAJAJHLDNG,314.69,314.69
ASHOKLEY,21.84,21.95
VOLTAS,47.12,47.12
TITAN,92.37,92.37
TATASTEEL,68.12,58.59
SUNDARMFIN,31.79,31.79
SPIC,14.60,14.60
VEDL,8.68,9.57
SBIN,9.59,9.59
RELIANCE,20.50,20.50
PFIZER,31.53,38.12
NOCIL,31.33,31.33
BOSCHLTD,55.65,55.68
DRREDDY,18.18,18.18
BATAINDIA,46.85,66.51
DEEPAKFERT,21.32,21.32
CHAMBLFERT,14.75,14.75
CARBORUNIV,73.40,94.37
MAHSEAMLES,12.45,12.45
HINDOILEXP,15.15,15.15
DICIND,48.66,50.93
COROMANDEL,32.60,37.56
BALMLAWRIE,19.33,19.33
VINDHYATEL,23.53,23.53
MOTOGENFIN,131.66,131.66
ASIANPAINT,63.84,59.63
RAMCOCEM,104.79,434.34
INDIACEM,,495.42
PGHL,39.20,37.87
BEML,61.01,61.01
ADOR,33.95,30.21
CENTENKA,17.22,17.22
TATACHEM,123.82,74.11
TORNTPHARM,62.94,62.37
VTL,17.34,17.34
SUNDROP,,94.82
FEDERALBNK,12.45,12.45
EPL,20.57,20.38
VLSFINANCE,17.89,17.89
SUPREMEIND,62.45,62.45
SRF,66.15,66.15
BIRLACABLE,107.88,107.88
BALRAMCHIN,30.47,30.47
AEGISLOG,33.59,33.59
WEIZMANIND,23.63,23.63
UNICHEMLAB,29.85,29.85
BBOX,42.68,32.79
HONAUT,68.45,68.45
JTEKTINDIA,49.12,49.48
SAURASHCEM,170.71,
RANEHOLDIN,12.07,114.28
PRECOT,16.18,16.18
TATAELXSI,52.12,52.12
SUNPHARMA,36.77,35.15
KOHINOOR,0.36,
SHREYANIND,6.77,6.77
SANDESH,11.52,11.60
HCC,18.76,
APOLLOHOSP,72.02,72.02
ARE&M,19.59,21.32
ADANIENT,61.87,71.10
IVP,17.34,17.34
BALKRISIND,32.01,32.01
INDBANK,19.63,19.63
EICHERMOT,36.99,36.99
RAJSREESUG,19.36,19.36
GVT&D,105.24,105.24
NEULANDLAB,67.66,88.23
ONGC,8.07,8.05
ZENSARTECH,27.51,27.51
TIL,851.16,851.16
TAINWALCHM,44.69,44.69
BERGEPAINT,58.53,58.53
BANARISUG,44.93,44.93
JINDALPOLY,22.84,30.21
ANIKINDS,91.20,91.20
KPIL,36.06,36.06
JYOTISTRUC,59.38,59.38
IGARASHI,76.49,76.49
BLUEDART,64.64,64.64
JAYNECOIND,17.58,17.58
MUNJALSHOW,20.72,20.72
APCOTEXIND,38.06,38.06
SOTL,24.92,24.92
HSCL,41.57,41.57
RCF,35.17,35.57
RANASUG,5.65,5.65
KARURVYSYA,11.25,11.25
DECCANCE,198.40,198.40
ARENTERP,64.29,64.29
UFLEX,30.37,9.35
TATAPOWER,32.30,31.21
ADVANIHOTR,21.48,21.48
THOMASCOOK,34.12,33.33
SUNFLAG,32.79,32.79
SUBROS,37.58,37.58
SPMLINFRA,44.11,44.11
SIMPLEXINF,230.37,
SIEMENS,43.31,43.31
BHARATRAS,36.33,36.33
WIPRO,20.32,20.32
VSTIND,16.65,23.17
JUBLPHARMA,22.77,39.09
UNIVCABLES,56.25,56.25
TATACOMM,34.67,53.52
TOKYOPLAST,117.22,117.22
SOMANYCERA,39.85,39.03
MURUDCERA,28.00,28.00
IFCI,47.77,47.42
HLVLTD,33.32,34.38
SANOFI,46.64,47.65
M&M,32.43,32.43
LIBERTSHOE,47.08,42.51
KAJARIACER,55.73,55.73
KABRAEXTRU,33.08,42.19
HEIDELBERG,46.19,46.19
MODTHREAD,50.95,50.95
MANGLMCEM,44.12,44.12
PRSMJOHNSN,307.69,
POLYPLEX,9.91,9.91
PIDILITIND,70.72,70.10
PCBL,37.34,37.30
3PLAND,41.04,41.04
OSWALAGRO,10.20,10.20
EIHAHOTELS,25.78,24.88
HONDAPOWER,37.15,37.15
JINDALSAW,10.14,10.14
SAIL,29.54,23.26
RUBYMILLS,18.97,18.97
STYRENIX,23.63,23.63
ABB,83.66,83.66
IDBI,13.30,13.30
GRAPHITE,24.56,24.56
CANFINHOME,11.90,11.90
BRITANNIA,62.95,62.43
BBL,24.98,24.98
ELECTCAST,9.93,9.93
DHAMPURSUG,17.89,17.89
DCMSHRIRAM,36.40,36.40
DABUR,52.38,52.38
COSMOFIRST,21.66,21.66
CIPLA,22.49,22.49
HEROMOTOCO,19.24,19.24
HDFCBANK,21.53,21.25
HARRMALAYA,26.99,26.99
GMBREW,12.77,12.77
GIPCL,15.08,15.08
ITC,25.88,25.87
INDIANHUME,4.10,24.17
HINDCOMPOS,21.14,15.65
IOC,17.89,21.05
OSWALGREEN,135.27,135.27
HUHTAMAKI,33.99,35.48
RICOAUTO,47.05,45.24
KAMATHOTEL,15.52,16.14
IFBAGRO,33.49,33.49
BANCOINDIA,23.52,23.52
MANINDS,19.25,19.25
APOLLOTYRE,25.95,23.39
SIYSIL,16.28,16.28
SHANTIGEAR,46.37,46.37
PRECWIRE,37.37,37.37
NILKAMAL,26.60,26.60
NCC,16.41,16.41
ICIL,23.89,23.89
SEAMECLTD,24.53,27.09
ELGIEQUIP,54.23,54.23
AUROPHARMA,18.46,18.46
BBTC,6.74,6.71
EIHOTEL,33.76,32.78
LICHSGFIN,6.27,6.27
GICHSGFIN,6.42,6.08
BEPL,15.68,15.68
BANARBEADS,25.78,25.78
MOREPENLAB,28.61,28.61
WSTCSTPAPR,10.93,10.93
21STCENMGM,5.02,5.02
VENKEYS,18.79,18.79
GHCL,9.53,9.53
PRUDMOULI,26.02,26.02
PRAJIND,41.37,46.02
BIRLANU,,955.31
BPL,4559.47,6.13
TRANSWORLD,18.03,13.14
KEEPLEARN,136.00,136.00
PGHH,59.17,59.17
VESUVIUS,59.45,59.45
TFCILTD,25.25,25.25
BOMDYEING,7.93,208.43
NAVNETEDUL,4.30,19.30
GUJALKALI,277.97,277.97
AGI,18.06,18.06
GLAXO,57.19,57.40
TATACONSUM,74.44,75.05
ZEEL,17.52,16.14
CHOLAFIN,30.73,30.73
INDHOTEL,52.47,59.99
FMGOETZE,19.41,19.41
KOTAKBANK,19.66,22.62
LYKALABS,50.69,50.69
ORIENTHOT,53.28,53.28
JAYSREETEA,4.23,8.71
GILLETTE,68.46,68.46
GOLDENTOBC,8.99,10.20
KANSAINER,18.01,33.11
FOSECOIND,51.47,51.47
ESABINDIA,50.72,50.72
3MINDIA,74.60,74.60
ANDHRAPAP,17.47,17.47
GABRIEL,58.95,58.95
SCHAEFFLER,90.85,90.85
AARTIIND,46.79,47.24
RALLIS,40.37,40.52
AMJLAND,12.16,12.16
PRAKASH,9.12,9.12
MFSL,131.95,131.95
KSB,87.67,87.67
KOPRAN,22.14,22.14
HEG,107.03,107.03
GODFRYPHLP,55.59,53.15
VARDMNPOLY,34.10,34.10
SURYAROSNI,21.49,21.49
TATAINVEST,163.91,163.91
TIMKEN,59.41,59.41
SUDARSCHEM,82.24,119.90
SHREECEM,103.11,103.11
SAKHTISUG,3.69,7.80
IPCALAB,47.03,43.58
INGERRAND,48.04,48.04
AKZOINDIA,39.94,39.94
HINDALCO,9.77,9.40
HINDZINC,18.43,18.33
HINDUNILVR,53.91,55.11
GSFC,13.89,14.04
GRASIM,23.37,23.11
AMBUJACEM,29.66,29.57
FINPIPE,16.98,29.95
FINCABLES,20.79,28.56
EIDPARRY,11.52,13.58
DCW,72.04,72.04
DCM,108.46,108.46
CGPOWER,110.52,110.52
HEUBACHIND,26.57,23.20
CESC,16.54,16.54
BIRLACORPN,38.11,34.66
BHEL,184.19,184.19
BHARATGEAR,45.75,
BEL,55.33,55.33
BAJFINANCE,35.90,35.90
ASHAPURMIN,20.72,20.72
NAVA,12.43,12.43
CORALFINAC,11.55,11.55
GREENPLY,33.73,33.73
TNPL,312.71,312.71
PARASPETRO,1324.66,1324.66
AUTOAXLES,17.35,17.35
REMSONSIND,26.94,26.81
DALMIASUG,8.11,8.11
NATCOPHARM,9.84,9.84
KHAITANLTD,9.25,9.25
SWARAJENG,31.52,31.52
MRF,34.01,34.01
GARFIBRES,40.15,40.15
ANDHRSUGAR,34.50,23.13
TNPETRO,16.50,21.50
TTKPRESTIG,80.79,40.54
STARPAPER,6.88,6.88
SKFINDIA,43.68,43.68
AUSOMENT,13.66,13.66
EIMCOELECO,27.32,27.32
JAYAGROGN,14.78,14.78
CUBEXTUB,20.57,20.57
MARICO,56.33,56.33
SILINV,20.23,20.23
SAMBHAAV,452.50,452.50
REGENCERAM,60.16,60.16
BIOFILCHEM,136.63,136.63
KEYFINSERV,17.16,17.16
ZENITHEXPO,74.27,
SUNDRMBRAK,71.08,71.08
SANGAMIND,72.10,60.40
MOTHERSON,28.83,28.83
SOMATEX,5.00,
AARTIDRUGS,25.85,25.85
STERTOOLS,23.26,23.26
CREST,11.97,11.97
INDIANCARD,2.01,11.90
HITECHGEAR,32.06,32.06
WENDT,59.22,59.22
DENORA,295.50,295.50
TVSSRICHAK,114.17,84.14
SHRIRAMFIN,13.05,14.76
PUNJABCHEM,40.37,37.96
ELECTHERM,3.07,4.21
DYNAMATECH,113.41,113.41
GUJAPOLLO,376.44,376.44
GANESHHOUC,12.92,12.92
MMFL,14.37,14.37
JAGSNPHARM,32.42,45.15
ALKYLAMINE,61.36,61.36
JCHAC,80.78,80.78
MPHASIS,30.59,30.59
GUJRAFFIA,40.63,40.63
RUCHINFRA,107.92,107.92
RAMCOIND,26.78,26.78
KOTHARIPET,15.35,15.35
HERITGFOOD,25.58,24.30
INDRAMEDCO,26.87,26.87
BANKBARODA,6.14,6.14
MADRASFERT,22.49,22.49
GAIL,11.18,13.50
INDNIPPON,21.96,21.96
TCIFINANCE,5.18,5.36
BANKINDIA,5.52,5.52
CONCOR,36.84,36.09
ICICIBANK,18.83,18.83
KCPSUGIND,27.46,41.39
HUDCO,16.64,16.64
INDSWFTLAB,2.71,156.94
SAREGAMA,46.70,47.60
FDC,29.92,29.92
ENGINERSIN,28.66,28.66
ADROITINFO,67.53,
JAICORPLTD,28.14,28.14
ANTGRAPHIC,80.56,80.56
GMDCLTD,21.20,21.20
MAHAPEXLTD,12.74,31.13
INDUSINDBK,25.75,25.75
ASAHIINDIA,48.25,51.02
TRIGYN,27.35,24.92
J&KBANK,5.91,5.91
CUB,14.11,14.11
SOUTHBANK,5.80,5.80
ASTRAZEN,193.00,92.31
ITDCEM,36.94,36.94
AXISBANK,12.27,12.27
CYIENT,21.77,21.77
SONATSOFTW,28.28,28.28
CYBERTECH,15.75,15.75
KOKUYOCMLN,199.28,199.28
DHANBANK,13.15,13.15
SANGHVIMOV,14.68,14.68
STCINDIA,31.54,15.12
VIPCLOTHNG,66.65,66.65
NATIONALUM,6.83,6.83
IVC,19.93,19.93
JINDALSTEL,34.93,
ALEMBICLTD,21.08,21.08
NIPPOBATRY,2.94,2.94
ICDSLTD,45.96,45.96
BSOFT,21.73,21.73
HCLTECH,24.44,24.44
ACCELYA,21.94,21.99
STAR,23.65,21.56
ZYDUSLIFE,20.97,20.58
GLENMARK,57.64,38.11
RAJESHEXPO,95.78,95.78
SHREERAMA,10.95,10.95
BLUECOAST,0.77,
NRBBEARING,36.16,231.81
IOB,19.51,19.51
BIL,85.05,85.05
KTKBANK,5.62,5.62
BLBLIMITED,20.48,20.48
AJANTPHARM,36.90,36.90
BLUESTARCO,60.69,61.68
CALSOFT,34.33,34.33
TVSMOTOR,54.50,54.50
PNBGILTS,5.67,5.72
TAJGVK,28.02,28.02
NLCINDIA,12.50,12.50
CHENNPETRO,74.61,74.61
KRBL,19.69,19.69
HAVELLS,69.95,69.95
GAEL,20.47,20.47
USHAMART,29.89,29.89
AXISCADES,81.44,77.95
BALAJITELE,14.05,14.05
UMIYA-MRO,4.28,4.28
TIPSMUSIC,47.83,47.83
HIKAL,46.46,46.46
TRIDENT,42.61,42.61
MARKSANS,35.72,35.72
ACLGATI,84.94,143.26
NEXTMEDIA,0.80,
GOLDTECH,37.78,
SMARTLINK,23.00,23.00
GODREJCP,68.07,66.15
JISLJALEQS,143.49,143.49
LUPIN,26.53,26.53
UNITDSPR,61.44,59.74
TCI,29.03,29.03
MPSLTD,26.16,26.88
BHARTIARTL,32.81,41.06
ASAL,56.04,56.04
OLECTRA,80.31,80.02
PONNIERODE,17.26,25.05
PNB,7.24,7.24
APTECHT,41.42,40.35
SURANAT&P,10.92,10.94
TIMESGTY,72.01,72.01
OFSS,31.72,31.72
UNIONBANK,5.93,5.93
NUCLEUS,17.76,17.76
CANBK,5.64,5.64
GENESYS,45.92,45.92
OMAXAUTO,10.65,66.06
GODREJIND,25.63,25.63
RADAAN,68.26,68.26
DIVISLAB,80.61,80.61
RADICO,107.14,107.14
INDORAMA,980.11,980.11
MARUTI,27.85,27.85
VARDHACRLC,43.85,43.85
UCOBANK,15.52,15.52
BAGFILMS,13.88,13.88
JSL,22.27,22.22
NSIL,82.04,82.04
WELSPUNLIV,20.50,20.50
JAIBALAJI,19.34,19.34
IGL,21.79,21.79
TVTODAY,13.79,13.79
UNIENTER,4082.46,4082.46
UPL,42.26,31.63
MUKANDLTD,25.85,25.85
PETRONET,11.85,11.85
PTC,6.62,9.18
VAIBHAVGBL,26.24,26.24
BIOCON,37.13,39.05
MAHABANK,7.47,7.47
XPROINDIA,71.43,71.43
RKFORGE,23.35,23.33
DATAMATICS,24.34,27.94
CCL,36.87,36.87
EXCELINDUS,20.24,20.24
LT,27.10,27.68
APARINDS,44.67,44.67
AMBICAAGAR,9.72,9.72
CENTEXT,19.18,19.18
NIITLTD,33.57,33.44
ULTRACEMCO,51.99,51.71
TCS,23.23,23.23
COFORGE,66.20,66.20
GULFPETRO,8.65,8.65
GUFICBIO,55.99,55.99
INDSWFTLTD,0.33,6.08
ASTRAMICRO,65.10,65.10
WELENT,18.39,18.42
NTPC,15.30,15.30
KOTARISUG,29.00,46.18
JBMA,61.01,61.01
DWARKESH,36.53,36.53
SUPRAJIT,63.24,63.24
PATELENG,13.98,8.60
XCHANGING,20.90,20.90
JSWSTEEL,48.32,45.70
CONSOFINVT,5.94,5.94
JPPOWER,18.12,18.12
EVEREADY,36.85,36.85
GOKEX,42.28,42.28
SAKSOFT,27.56,27.56
ALLDIGI,17.75,21.18
IIFL,39.24,13.33
MANGALAM,21.78,21.78
SHOPERSTOP,333.10,300.55
WELCORP,18.70,26.87
SSWL,19.82,19.82
SURYALAXMI,37.92,42.17
JKPAPER,15.87,15.87
PRIMESECU,25.51,25.51
GRANULES,23.02,24.04
JSWHL,138.10,138.10
VHL,374.25,374.25
GEOJITFSL,14.05,14.05
GENUSPOWER,37.56,37.56
YESBANK,22.79,22.79
GOLDIAM,31.71,31.71
RML,272.38,93.77
HTMEDIA,30.02,21.31
SASKEN,44.33,44.33
FCSSOFT,165.22,165.28
IMPAL,16.29,15.87
SUZLON,43.64,43.64
AURIONPRO,41.22,41.22
TRIVENI,34.06,34.06
AIAENG,29.86,29.86
NAHARINDUS,30.81,28.41
ORIENTCER,55.00,55.00
EKC,15.85,15.15
VIMTALABS,31.84,31.84
KERNEX,35.05,35.05
NITINSPIN,12.58,12.58
ROHLTD,27.69,27.69
ENIL,58.80,58.80
GSPL,11.02,11.02
JAGRAN,17.30,17.30
GVKPIL,1.04,13.22
SAKUMA,30.70,30.70
KEC,40.01,40.01
JKCEMENT,50.52,55.79
INDOTECH,30.99,30.99
M&MFIN,16.18,16.18
BLKASHYAP,57.68,124.71
CENTURYPLY,86.96,84.13
KEI,51.13,51.13
VAKRANGEE,169.34,169.34
SOLARINDS,104.62,104.62
