SYMBOL,SYMBOL P/E,ADJUSTED P/E
THERMAX,65.64,65.64
WHEELS,18.51,18.51
RIIL,144.74,144.74
PREMIERPOL,21.16,21.16
RAYMOND,18.20,18.20
SHREDIGCEM,45.76,45.76
SESHAPAPER,18.53,18.53
SMLISUZU,33.90,33.90
SUNDRMFAST,40.07,40.07
FACT,1454.07,3607.17
EXIDEIND,41.30,41.30
ELECON,35.30,35.30
CRISIL,76.49,76.49
LMW,171.97,171.97
PEL,75.49,
NELCO,234.66,234.66
MASTEK,21.14,21.41
MAHSCOOTER,76.08,101.82
LUMAXIND,51.90,51.90
TRENT,133.56,133.56
KECL,253.81,
CUMMINSIND,55.63,55.63
KCP,10.40,9.45
JAYBARMARU,26.38,26.38
JBCHEPHARM,38.46,38.46
INFY,25.45,25.45
INDIAGLYCO,33.81,33.81
IONEXCHANG,38.47,38.47
IFBIND,44.72,44.72
IGPL,13.54,13.54
HIMATSEIDE,26.42,10.82
GNFC,13.95,13.95
BPCL,12.84,12.55
BHARATFORG,66.79,60.76
BASF,46.69,48.34
FORCEMOT,24.81,36.48
ATUL,46.06,46.06
ARVIND,24.67,24.67
ACC,15.49,16.04
TATAMOTORS,11.10,10.88
SCI,12.94,12.94
MRPL,903.95,903.95
LINDEINDIA,131.28,131.28
HINDPETRO,14.05,14.05
ESCORTS,32.32,32.29
RELINFRA,1.74,2.02
BAJAJHLDNG,312.64,312.64
ASHOKLEY,21.89,22.01
VOLTAS,47.25,47.25
TITAN,91.57,91.57
TATASTEEL,67.78,58.30
SUNDARMFIN,31.72,31.72
SPIC,14.20,14.20
VEDL,8.69,9.58
SBIN,9.18,9.18
RELIANCE,25.76,25.76
PFIZER,34.87,42.15
NOCIL,31.48,31.48
BOSCHLTD,52.00,52.03
DRREDDY,18.79,18.79
BATAINDIA,48.39,68.70
DEEPAKFERT,21.35,21.35
CHAMBLFERT,14.63,14.63
CARBORUNIV,74.31,95.54
MAHSEAMLES,12.17,12.17
HINDOILEXP,15.24,15.24
DICIND,48.12,50.36
COROMANDEL,30.87,35.57
BALMLAWRIE,18.80,18.80
VINDHYATEL,23.69,23.69
MOTOGENFIN,125.30,125.30
ASIANPAINT,66.78,62.37
RAMCOCEM,96.88,401.57
PGHL,37.71,36.43
ABREL,,871.79
BEML,64.40,64.40
ADOR,33.92,30.18
CENTENKA,16.87,16.87
TATACHEM,117.93,70.59
TORNTPHARM,58.84,58.31
VTL,17.26,17.26
SUNDROP,,88.41
FEDERALBNK,12.49,12.49
EPL,20.52,20.33
VLSFINANCE,18.73,18.73
SUPREMEIND,63.39,63.39
SRF,77.89,77.89
BIRLACABLE,109.45,109.45
BALRAMCHIN,29.99,29.99
AEGISLOG,33.67,33.67
WEIZMANIND,23.69,23.69
UNICHEMLAB,28.01,28.01
BBOX,43.65,33.53
HONAUT,69.02,69.02
JTEKTINDIA,47.90,48.26
SAURASHCEM,144.64,
RANEHOLDIN,11.97,113.33
PRECOT,14.82,14.82
TATAELXSI,48.97,48.97
SUNPHARMA,36.55,34.94
KOHINOOR,0.37,
SHREYANIND,6.43,6.43
SANDESH,11.56,11.63
HCC,19.85,
