SYMBOL,SYMBOL P/E,ADJUSTED P/E
SAREGAMA,43.72,43.72
ENGINERSIN,32.56,32.56
GMDCLTD,15.2,15.2
INDUSINDBK,12.29,12.29
TRIGYN,98.51,98.51
CUB,11.58,11.58
ARCHIES,33.81,33.81
AXISBANK,13.18,13.18
SONATSOFTW,47.98,4.11
KOKUYOCMLN,39.69,39.69
DHANBANK,11.55,11.55
STCINDIA,19.02,20.75
JINDALSTEL,17.05,17.05
NIPPOBATRY,116.6,116.6
ICDSLTD,48.95,48.95
ACCELYA,26.61,26.67
STAR,,39.24
ZYDUSLIFE,33.96,30.6
GLENMARK,,40.01
SHREERAMA,36.71,36.71
NRBBEARING,12.69,29.61
BLBLIMITED,14.42,16.12
BLUESTARCO,73.9,73.9
PNBGILTS,26.84,29.15
TAJGVK,36.51,36.51
USHAMART,24.88,24.88
TIPSINDLTD,44.37,44.37
TRIDENT,46.59,46.61
SMARTLINK,45.91,45.91
MPSLTD,22.55,22.55
OLECTRA,177.62,193.55
UNIONBANK,7.74,7.74
GODREJIND,43.06,43.06
MARUTI,30.42,30.42
VARDHACRLC,25.83,25.83
WELSPUNLIV,20.46,20.46
TVSELECT,2212.83,2212.83
TVTODAY,26.97,24.94
MUKANDLTD,23.4,23.4
MAHABANK,11.27,11.27
RKFORGE,37.86,37.85
CCL,29.87,29.87
CENTEXT,22.42,21.34
TCS,30.46,29.98
NTPC,19.48,19.48
JBMA,117.98,117.98
JINDALPHOT,102.29,102.29
GOKEX,44.63,44.63
SHOPERSTOP,103.72,95.69
SURYALAXMI,37.12,18.84
63MOONS,9.77,17.91
GEOJITFSL,17.88,17.88
MSPL,45.99,40.43
IDFC,559.92,559.92
GOLDIAM,19.68,19.68
NAHARINDUS,155.35,82.13
ORIENTCER,29,33.73
VIMTALABS,26.14,26.14
NITINSPIN,14.73,14.73
ENIL,30.13,31.12
GVKPIL,5.81,5.81
KEC,56.4,56.4
BLKASHYAP,,29.39
CENTURYPLY,40.86,40.86
VAKRANGEE,625.62,680.59
UTTAMSUGAR,9.45,9.45
RSYSTEMS,38.02,38.02
LOKESHMACH,66.15,66.15
KAMDHENU,27.69,27.69
PIONEEREMB,61.78,61.78
MUNJALAU,201.51,19.46
TECHM,52.11,52.18
GRINDWELL,65.76,65.71
ATLANTAA,.89,
ACE,59.9,59.9
ALICON,11.27,11.27
JMFINANCIL,10.5,10.5
JHS,,29.43
TORNTPOWER,33.96,33.96
RUCHIRA,6.4,6.4
PLASTIBLEN,20.14,20.14
PARACABLES,31.22,31.22
LUMAXTECH,22.9,21.7
GANDHITUBE,20.18,20.18
UNOMINDA,62.99,62.99
TIIL,19.44,19.44
