SYMBOL,SYMBOL P/E,ADJUSTED P/E
THERMAX,78.42,90.56
RIIL,174.02,174.02
RAYMOND,19.08,18.79
SHREDIGCEM,18.06,18.06
SESHAPAPER,11.34,11.34
SUNDRMFAST,43.5,43.5
LMW,88.89,88.89
NELCO,138.17,138.17
LUMAXIND,44.33,44.33
KECL,91.02,317.43
KCP,9.83,9.5
INFY,29.12,29.12
IONEXCHANG,47.42,47.42
IFBIND,61.34,61.34
GNFC,21.33,21.33
BHARATFORG,70.09,63.48
FORCEMOT,22.76,22.76
ARVIND,33.18,33.19
TATAMOTORS,8.89,8.86
LINDEINDIA,135.87,135.87
ESCORTS,34.89,34.89
ASHOKLEY,24.36,24.78
ZUARIIND,1.49,
SUNDARMFIN,28.6,27.48
VEDL,11.56,13.04
RELIANCE,23.2,23.2
BATAINDIA,52.71,75.54
CARBORUNIV,61.2,61.2
BALMLAWRIE,20.21,20.21
MOTOGENFIN,59.05,59.05
ABREL,106.31,106.31
CENTENKA,20.22,20.22
VTL,19.65,19.65
SUPREMEIND,62.76,62.76
BALRAMCHIN,30.49,30.49
UNICHEMLAB,,103.71
BBOX,66.79,51.8
RANEHOLDIN,10.57,44.83
SHREYANIND,5.76,5.76
ARE&M,24.9,24.9
IVP,18.96,18.96
GVT&D,120.04,120.04
ONGC,8.06,7.8
TAINWALCHM,68.51,68.51
JINDALPOLY,16.7,30.23
BSL,26.1,26.1
JAYNECOIND,165.89,95.73
RCF,50.05,54.42
TATAPOWER,41.45,39.9
SUNFLAG,26.51,26.51
SIEMENS,101.3,101.3
JUBLPHARMA,34.13,28.06
SOMANYCERA,32.73,34.09
HLVLTD,50.23,55.35
SANOFI,34.47,32.08
KAJARIACER,48.91,48.88
3PLAND,56.16,56.16
JINDALSAW,10.83,10.83
BBL,37.51,37.51
DCMSHRIRAM,34.26,34.26
COSMOFIRST,21.56,21.56
HDFCBANK,19.85,19.56
GMBREW,12.16,12.16
ITC,28.42,28.41
IOC,12.42,13.34
OSWALGREEN,153.95,153.95
HUHTAMAKI,5.62,30.11
RICOAUTO,32.81,31.99
BANCOINDIA,22.72,22.72
MANINDS,19.72,19.72
SIYSIL,20.28,20.28
ONWARDTEC,32.12,32.12
NCC,22.84,22.31
ELGIEQUIP,64.57,64.57
BBTC,8.86,8.69
BEPL,18.24,18.24
BANARBEADS,33.1,33.1
PRAJIND,50.35,54.35
EVERESTIND,122.05,162.27
TRANSWORLD,160.64,160.64
PGHH,76.41,76.41
BOMDYEING,1.25,
NAVNETEDUL,4.16,15.35
AGI,25.76,25.76
GLAXO,60.79,54.37
TATACONSUM,75.19,63.66
INDHOTEL,70.08,83.19
ORIENTHOT,76.35,76.35
3MINDIA,58.49,58.49
ANDHRAPAP,10.64,10.64
RALLIS,43.4,43.4
KSB,66.86,66.86
SHREECEM,56.56,56.56
INGERRAND,59,59
HINDZINC,24.52,24.35
FINPIPE,21.71,37.65
DCW,359.02,322.94
HEUBACHIND,35.15,35.15
BHEL,520.4,520.4
BAJFINANCE,26.87,26.87
NAVA,10.19,10.97
PEARLPOLY,38.95,38.95
KHAITANLTD,10.05,10.05
ANDHRSUGAR,41.75,38.87
STARPAPER,6.18,6.03
AUSOMENT,14.14,14.14
JAYAGROGN,15.68,15.68
SAMBHAAV,36.48,41.21
KEYFINSERV,6.45,6.45
SANGAMIND,50.77,43.28
HITECHGEAR,28.32,28.26
SHRIRAMFIN,14.94,14.94
PUNJABCHEM,32.65,32.65
DYNAMATECH,58.74,107.13
MMFL,18.35,18.43
INDRAMEDCO,30.88,30.88
MADRASFERT,20.95,12.78
KCPSUGIND,7.02,8.23
HINDCON,57.68,57.68
SARVESHWAR,47.99,47.99
MACPOWER,49.35,49.35
SUNDARMHLD,32.44,32.44
HAL,35.63,35.65
URAVI,289.42,289.42
MITTAL,35.78,52.57
GIRIRAJ,80.55,80.55
KAPSTON,45.3,45.3
LEMONTREE,56.86,56.86
AVG,15.42,23.33
VERA,20.68,20.68
MMP,29.89,29.89
NARMADA,20.27,20.27
BSHSL,73.53,73.53
MAHICKRA,42.74,42.74
AAKASH,21.58,21.58
GODHA,43.99,43.99
SOFTTECH,182.28,182.28
E2E,233.21,233.21
INDOSTAR,40.72,40.72
SIRCA,40.92,40.92
LATTEYS,122.99,122.99
SONAMLTD,50.81,50.81
PRITI,30.58,30.58
ACCURACY,16.7,16.7
FINEORG,36.32,36.28
GANGAFORGE,140.55,143
REPL,28.93,28.93
HBSL,3.06,3.06
CREDITACC,10.6,10.6
AARON,46.28,46.28
SUMIT,43.11,43.11
LAGNAM,15.94,15.94
RPPL,20.66,20.66
AKG,52.42,52.42
IRCON,24.58,24.58
AHLADA,10.81,10.81
SPECTRUM,138.92,138.92
RAJMET,164.25,164.25
KSHITIJPOL,33.75,
GRSE,50.74,50.74
KRITIKA,30.59,30.59
PARIN,224.27,224.27
SILGO,21.43,21.43
VINNY,42.46,42.46
BBTCL,45.09,45.09
MARINE,95.74,96.07
ATGL,123.08,123.08
TECHNOE,55.05,55.05
SHUBHLAXMI,18.48,18.48
SHRIRAMPPS,27.98,27.98
MSTCLTD,24.98,24.8
ARVINDFASN,57.55,55.63
PAR,18.78,18.78
POLYCAB,61.37,61.37
KPITTECH,53.29,53.29
